,Product_ID,Comment,Skin_Tone,Skin_Type
0,1058331261,this perfect sunscreen the texture bit runny glides skin makes look glowy i wear makeup often never pills interferes makeup it looks great favourite sunscreen put the packaging also super great leak,Light Medium,Combination
1,1058331261,overall nonirritating inexpensive sunscreen i would repurchase i find need use moisturizer sunscreen alone feel little drying the biggest drawback quite shiny case many waterproof sunscreens i still searching holy grail sunscreen would hesitate use future,Light,Combination
2,1058331261,i previously lover purito chemical sunscreen really disappointed news broke actual spf level i think i could ever find replacement i saw dr dray recommend so glad i bought great lightweight formula dry i combo skin dry lately due heater cold weather zero whitecast totally love continue buy,Light,Combination
3,1058331261,very moisturizing dry skim no white cast love way face feels applying works well w makeup,Light,Dry
4,1058331261,i really wanted get times skin sensitive i still wanto reach water resistant option this bother skin,Light,Dry
5,1058331261,i understand always stock super elegant formula if want alcohol fragrance free option ticks boxes it slightly dewy finish extreme people oily skin,Light,Oily
6,1058331261,i bought i needed new sunscreen read good reviews i finished bottle 6 months i really enjoyed using liked scent definitely recommend,Tan,Combination
7,1058331261,this summer i really hard time finding right spf beach time i came across kissme mommy uk aqua milk it easy spread sinks quickly water resistant win book it great normal slightly dry skin leave dry keeps dewy i hope i able buy next year enjoy beach time,Light,Normal
8,1058331261,love would using year around this canmake clear best dry skin spfs affecting eyes hydrating day long if oily skin probably would feel heavy summer better use winter for winter sometimes i also apply hydrating cream tretinoin really drying,Light,Dry
9,1058331261,great keeping oil shine bay day it gets better reapply shiny first application really helps keep skin dry i really like i adives dry skin,Light,Normal
10,1058331261,this sunscreen really good give white cast spf perfect skin it feels really light smooth face kind dewy aswell,Light,Dry
11,1058331261,i bought sunscreen since dr dray recommended i disappointed it spreads well without leaving white cast sticky absorbs quickly i like contain alcohol i usually buy japanese sunscreens also waterproof fragrance free great purchase,Fair,Combination
12,1058331261,i like sunscreen good sunscreen filters it pill sting eyes i bought 5 i apply 1 25 ml face reaply least twice day i need lot sunscreen it slight white cast 5 min application goes away,Fair,Combination
13,1058331261,i absolute love one my boyfriend dark skin doens leave white cast love,Light,Dry
14,1058331261,after intense sunscreen hunt i picked japanese sunscreen i hate fragrance product none there also white cast i excited order,Medium,Normal
15,1058331261,finally strong spf greassy feels lihgt important i trust provide protection i need without making skin look white shiny this second time i use deffinitelly buy,Light Medium,Combination
16,1058331261,it good sunscreen i glad sting eyes i looking sunscreen sting eyes i use skin around besides purito comfy water i found i used entire face besides shiny oily skin good sunscreen,Light,Oily
17,1058331261,i bought bunch sunscreens lately one i like nor casty skin nourishing pilling stinging perfect,Light,Dry
18,1058331261,this sunscreen lightweight fragrance it cost effective dries light,Medium,Combination
19,1058331261,best sunscreen ever used plus cheap i used many sunscreen one really best would recommend,Fair,Combination
20,1058331261,i bought sunscreen recently arrived it seems like promising sunscreen it apparently alcohol fragrance free it also 3 chemical sunscreen filters i opened yet i know texture,Light,Oily
21,1058331261,good sunscreen i prefer mermaid skin still it little rich skin might good dry skin,Light,Combination
22,1058331261,feels nourishing cooling skin moisturizing break i sensitive skin sting contain alcohol fragrance i like it pill difficult find,Light,Combination
23,1058331261,i must warn shinyyyyyyy fine i super sensitive skin product sting really moisturizes skin pill i already 3rd package plan continue repurchase,Light Medium,Combination
24,1058331261,a nice sunscreen feel suffocating i like use swimming summer i still reapply i get least face little protected ocean i want try exercising well,Fair,Combination
25,1058331261,i tan skin rosacea holy grail sunscreen i caste inflame rosacea exactly i want sunscreen it shiny summer great colder weather,Tan,Normal
26,1058331261,i using sunscreen month far i love sunscreen much it lightweight hydrating nice winter months leaves slightly dewy finish also looks good makeup only downside chemical sunscreen i prefer mineral since chemical sunscreen white cast also took month get i buy another advance i completely run other 2 things i love,Medium,Combination
27,1058331261,i tried sunscreens chemical physical would either protect skin would leave weird sticky feeling make break ran quickly this one perfect though i broken noticed skin redness decrease dramatically i guarantee leave white cast darker skin tones i believe,Light,Combination
28,1058331261,this one first asian sunscreens i used definitely one got wearing sunscreen daily works different seasons lightweight feel heavy skin shout dr dray talking sunscreen one best i ever worn i wish came bigger tube,Fair,Combination
29,1058331261,i long history sunscreen i 49 i lightest northern european skin reddish hair blue eyes so high sun protection always important i tried many european asian sunscreens i absolutely love it moisturising sensitive slightly dry skin looks nice even makeup i buy sure,Fair,Dry
30,1058331261,absolutely love spf it hydrating i skin feels plumped almost immediately use when first applied stays little greasy absorbs quite quickly minutes it pile even layer multiple products great follow multiple steps skincare routine i say sting little around eyes passes minutes overall great spf,Fair,Dry
31,1058331261,this sunscreen works well gentle enough dry sensitive skin i like lot much canmake mermaid gel one,Fair,Dry
32,1058331261,i much like sunscreen really like thin not greasy burn sinks quickly skin it works well foundations why winter in summer i like uva protection able provide,Fair,Dry
33,1058331261,it good sunscreen it works perfectly dry skin type,Medium,Dry
34,1058331261,i love goes lightly blends well i tan skin i worried white cast i reason,Tan,Oily
35,1058331261,favourite sunscreen ever started trying sunscreens available nothing compares,Tan,Oily
36,1058331261,i tried sunscreen basis youtube influencer recommendation it moisturising sunscreen absorbs well onto skin high protection it fragrance free blends well for i experience eye sting product i cannot use near eyes i use mineral sunscreen eyes problem easy reapplication throughout day it leave bit shine waterproof sunscreen i dry skin bother a great everyday sunscreen,Light Medium,Dry
37,1058331261,this favourite year around sunscreen i used many bottles creamy slightly sticky heavy texture its never fill always big strugle sunscreens an vers longlasting never caused troubles face,Fair,Combination
38,1058331261,great spf no smell white cast pilling make dry skin it nice texture easy work i noticed gives skin nice glow i literally nothing bad say spf definitely worth try,Light,Dry
39,1058331261,it light weight feel heavy skin,Light,Combination
40,1058331261,this amazing sunscreen and makes one best unlike several others alcohol it nice consistency little thicker side i think makes perfect winter time that i love top sunscreen great helping keep skin feeling moisturized air dry i wear one much summer thick feels i i wear moisturizer underneath this enough it also scent leave white cast i used sunscreen 4 months straight noticed i getting hyperpigmentation tan lines face,Very Deep,Combination
41,1058331261,i love spf baby easy apply leaves white marks quickly absorbed skin,Light,Combination
42,1058331261,like sunscreen new favorite really nice finish texture put lot really feel face,Light Medium,Normal
43,1058331261,the consistency watery sunscreen it goes nicely it takes little bit dry it leaves dewy sheen skin greasy i like its bit sticky better many sunscreens i would repurchase,Medium,Normal
44,1058331261,sunscreen feels light skin leaves smooth dewy finish love also didnt dry irritate skin like sunscreens tried like canmake clear sunscreen think ive found new holy grail many former faves discontinued sunscreen scandal next time stock im definitely hoarding many tubes,Light Medium,Combination
45,1058331261,this best sunscreen no scent sting eyes easy apply weightless skin kids love i,Fair,Normal
46,1058331261,i enjoy using everyday sunscreen whether working indoors day making trip grocery store its lightweight moisturizing leaves white cast fragrance melts skin quickly leaves nice dewy finish its nice size carry handbag application well even husband uses stuff,Tan,Combination
